,ROI,image,exposure_seconds,iso,timestamp,ROI definition,r_msorm,g_msorm,b_msorm,r_mean,g_mean,b_mean,r_median,g_median,b_median,r_outlier_warning,g_outlier_warning,b_outlier_warning,r_min,g_min,b_min,r_max,g_max,b_max,r_stdev,g_stdev,b_stdev,r_cv,g_cv,b_cv,r_percentile_99,g_percentile_99,b_percentile_99,r_percentile_95,g_percentile_95,b_percentile_95,r_percentile_90,g_percentile_90,b_percentile_90,r_percentile_75,g_percentile_75,b_percentile_75,r_percentile_50,g_percentile_50,b_percentile_50,r_percentile_25,g_percentile_25,b_percentile_25
0,Reflectance Standard Dry,2019-05-23--10-54-57_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-23 10:55:02,"[912, 121, 330, 222]",0.009747976750900899,0.029432082772793185,0.07128352112769479,0.010863019474792089,0.032137998733132216,0.07541537367564266,0.008836818913426754,0.027391506413426754,0.06645400641342675,False,False,False,-0.0019053685865732459,0.007371975163426754,0.010789943913426754,0.8848133814134268,0.9365711939134268,0.9365711939134268,0.022576539874646875,0.045538301251935094,0.05785424379785828,2.07829323394258,1.4169613245079888,0.7671412469118852,0.025438381413426754,0.08110244391342675,0.19243056891342675,0.014696193913426754,0.043504787663426754,0.10649306891342675,0.012743068913426754,0.037645412663426754,0.09086806891342675,0.010789943913426754,0.031297756413426754,0.07621963141342675,0.008836818913426754,0.027391506413426754,0.06645400641342675,0.007860256413426754,0.024461818913426754,0.060594631413426754
1,OO DO patch Wet,2019-05-23--10-54-57_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-23 10:55:02,"[893, 770, 167, 269]",0.02272664087308189,0.043248397250022934,0.0940143924572,0.022761818009110434,0.043447082586783314,0.09457256309656549,0.022508693913426754,0.043016506413426754,0.09282119391342675,False,False,False,0.007860256413426754,0.026414943913426754,0.056688381413426754,0.28715713141342675,0.45219619391342675,0.9365711939134268,0.004662893379975551,0.00771948995825325,0.018104463223108026,0.20485592926317328,0.1776756803597564,0.19143462575527373,0.033250881413426754,0.05815322516342675,0.13286025641342675,0.030321193913426754,0.05229385016342676,0.11625869391342675,0.028368068913426754,0.050340725163426754,0.10942275641342675,0.025438381413426754,0.046922756413426754,0.10161025641342675,0.022508693913426754,0.043016506413426754,0.09282119391342675,0.019579006413426754,0.039110256413426754,0.08500869391342675
2,Type 1 Chemistry Hand Applied Dry,2019-05-23--10-54-57_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-23 10:55:02,"[1022, 497, 244, 191]",0.1757314529396086,0.29111943017855585,0.6068231648078242,0.17586236594272445,0.2911432179752956,0.6068231648079334,0.16899306891342675,0.28080947516342675,0.5820790064134268,False,False,False,0.09575088141342675,0.17827041266342675,0.38578994391342675,0.32719619391342675,0.5400868189134268,0.9365711939134268,0.034018503263158875,0.048974458939675725,0.10340777049604125,0.193438221309033,0.1682143217357423,0.1704084097197756,0.27739150641342675,0.41948135016342675,0.8975086939134268,0.24321181891342675,0.38237197516342675,0.8076649439134268,0.22172744391342675,0.36137588141342675,0.7529774439134268,0.19536025641342675,0.32573135016342675,0.6748524439134268,0.16899306891342675,0.28080947516342675,0.5820790064134268,0.14946181891342675,0.25151260016342675,0.5244618189134268
3,Type 1 Chemistry Thin Back Wet,2019-05-23--10-54-57_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-23 10:55:02,"[569, 401, 137, 213]",0.13437933875996683,0.28714862383779916,0.6912296523816936,0.1343874969552507,0.28727474660511126,0.6912296523817973,0.13481338141342675,0.29350478766342675,0.7090321314134268,False,False,False,0.09282119391342675,0.20121963141342675,0.46977431891342675,0.22270400641342675,0.5317860376634268,0.9365711939134268,0.011858015634212578,0.02975025616473799,0.07671106403012885,0.08823749160356148,0.1035602903363893,0.11097768124646057,0.16020400641342675,0.34379775641342675,0.8330555689134268,0.15239150641342675,0.32719619391342675,0.7930165064134268,0.14946181891342675,0.31987197516342675,0.7744618189134268,0.14262588141342675,0.30766494391342675,0.7451649439134268,0.13481338141342675,0.29350478766342675,0.7090321314134268,0.12602431891342675,0.26860244391342675,0.6426258814134268
4,Type 1 Chemistry Thick Back Wet,2019-05-23--10-54-57_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-23 10:55:02,"[473, 775, 293, 155]",0.11620601564240125,0.2030726623932099,0.4330371485591971,0.11644439453552428,0.2053794457644983,0.4396134930575393,0.11528213141342675,0.19975478766342675,0.42778213141342675,False,False,False,0.06547744391342675,0.11674697516342675,0.23735244391342675,0.8496571314134268,0.9365711939134268,0.9365711939134268,0.016134572210311022,0.03758860193145507,0.07828692338852974,0.13856031691923792,0.18302027153465328,0.17808125688781595,0.15727431891342675,0.34428603766342675,0.8397547876634273,0.14164931891342675,0.25151260016342675,0.5430165064134268,0.13481338141342675,0.23735244391342675,0.5049305689134268,0.12602431891342675,0.22026260016342675,0.46489150641342675,0.11528213141342675,0.19975478766342675,0.42778213141342675,0.10551650641342675,0.18412978766342675,0.39555556891342675
5,Upper Glass,2019-05-23--10-54-57_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-23 10:55:02,"[614, 137, 120, 63]",0.015137289138071174,0.05205874456155644,0.1271306735794941,0.015280193789417931,0.05265463575371119,0.1286335234025229,0.014696193913426754,0.051317287663426754,0.12504775641342675,False,False,False,0.006883693913426754,0.039110256413426754,0.09965713141342675,0.09184463141342675,0.33598525641342675,0.7480946314134268,0.003471786899914913,0.00990363647018415,0.024066560025152173,0.22720830296794056,0.18808669604149955,0.18709399687235928,0.023485256413426754,0.08081435797592668,0.1947840845384266,0.019579006413426754,0.061082912663426754,0.14848525641342675,0.018602443913426754,0.057664943913426754,0.13969619391342675,0.016649318913426754,0.054246975163426754,0.13188369391342675,0.014696193913426754,0.051317287663426754,0.12504775641342675,0.013719631413426754,0.048875881413426754,0.12016494391342675
6,Left Glass,2019-05-23--10-54-57_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-23 10:55:02,"[415, 466, 70, 76]",0.015380210576955274,0.05802245198820985,0.1503700091379974,0.01542127321323913,0.05823335101517104,0.15093767652621723,0.015672756413426754,0.057664943913426754,0.14946181891342675,False,False,False,0.005907131413426754,0.044969631413426754,0.12114150641342675,0.058641506413426754,0.22319228766342675,0.6670399439134268,0.0027571080183779345,0.00633776339674047,0.015915201097920585,0.17878601722787474,0.10883391194659821,0.1054422027965707,0.022508693913426754,0.07426650641342675,0.19536025641342675,0.019579006413426754,0.06547744391342675,0.16996963141342675,0.018602443913426754,0.06352431891342675,0.16411025641342675,0.016649318913426754,0.060594631413426754,0.15629775641342675,0.015672756413426754,0.057664943913426754,0.14946181891342675,0.013719631413426754,0.055223537663426754,0.14262588141342675
7,Lower-Left Glass,2019-05-23--10-54-57_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-23 10:55:02,"[636, 1087, 110, 55]",0.013724477075848186,0.04665628038567216,0.10947420601829372,0.013733997374170862,0.046897979166530976,0.11015348342789769,0.013719631413426754,0.046434475163426754,0.10844619391342675,False,False,False,0.004930568913426754,0.033739162663426754,0.08598525641342675,0.033250881413426754,0.11088760016342675,0.19926650641342675,0.002555883702873383,0.004673369246178882,0.010853817573535474,0.1860990382654478,0.0996496934246169,0.09853358455649724,0.020555568913426754,0.06498916266342675,0.15532119391342675,0.017625881413426754,0.054246975163426754,0.12797744391342675,0.016649318913426754,0.051805568913426754,0.12016494391342675,0.015672756413426754,0.048875881413426754,0.11430556891342675,0.013719631413426754,0.046434475163426754,0.10844619391342675,0.011766506413426754,0.043993068913426754,0.10356338141342675
8,Lower-Right Glass,2019-05-23--10-54-57_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-23 10:55:02,"[902, 1110, 67, 61]",0.014838265460083619,0.05068455303845754,0.1164801153960707,0.014854135634127925,0.050839997819106475,0.11684004369628208,0.014696193913426754,0.050340725163426754,0.11625869391342675,False,False,False,0.004930568913426754,0.039110256413426754,0.09282119391342675,0.039110256413426754,0.09721572516342675,0.20707900641342675,0.0025362108038982116,0.004168777921389554,0.008986802414413991,0.17074105598384154,0.08199799567699552,0.07691543181697695,0.021532131413426754,0.06205947516342675,0.14262588141342675,0.019579006413426754,0.057176662663426754,0.12993056891342675,0.017625881413426754,0.05541885016342679,0.12602431891342675,0.016649318913426754,0.053270412663426754,0.12114150641342675,0.014696193913426754,0.050340725163426754,0.11625869391342675,0.012743068913426754,0.048387600163426754,0.11137588141342675
9,Type 1 Chemistry Dry Unsaturated,2019-05-23--10-54-57_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-23 10:55:02,"[870, 470, 15, 55]",0.16397294580736613,0.11230622311548982,0.1563841673982752,0.16397294580736563,0.1123388312240327,0.1563841673982742,0.16411025641342675,0.11137588141342675,0.15434463141342675,False,False,False,0.13871963141342675,0.09672744391342675,0.12602431891342675,0.19243056891342675,0.13920791266342675,0.20610244391342675,0.010482433784730108,0.006882710796826841,0.013482717281333139,0.06392782500257575,0.06126742393376814,0.08621535994111082,0.18657119391342675,0.13090713141342675,0.19536025641342675,0.1814930689134267,0.12592666266342672,0.18461806891342675,0.17778213141342675,0.12162978766342675,0.17582900641342675,0.17094619391342675,0.11625869391342675,0.16313369391342675,0.16411025641342675,0.11137588141342675,0.15434463141342675,0.15629775641342675,0.10746963141342675,0.14653213141342675
