,ROI,image,exposure_seconds,iso,timestamp,ROI definition,r_msorm,g_msorm,b_msorm,r_mean,g_mean,b_mean,r_median,g_median,b_median,r_outlier_warning,g_outlier_warning,b_outlier_warning,r_min,g_min,b_min,r_max,g_max,b_max,r_stdev,g_stdev,b_stdev,r_cv,g_cv,b_cv,r_percentile_99,g_percentile_99,b_percentile_99,r_percentile_95,g_percentile_95,b_percentile_95,r_percentile_90,g_percentile_90,b_percentile_90,r_percentile_75,g_percentile_75,b_percentile_75,r_percentile_50,g_percentile_50,b_percentile_50,r_percentile_25,g_percentile_25,b_percentile_25
0,Reflectance Standard Dry,2019-05-15--08-25-21_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-15 08:25:26,"[912, 121, 330, 222]",0.013607617920907004,0.04088346613360285,0.09960989894371558,0.014191783252773439,0.04241793198674012,0.10267471753656122,0.012743068913426754,0.038133693913426754,0.09379775641342675,False,False,False,-0.0009288060865732459,0.009813381413426754,0.015672756413426754,0.9365711939134268,0.9365711939134268,0.9365711939134268,0.015908397489888808,0.031730545682248285,0.049656952955876826,1.1209583183832728,0.7480455598864951,0.48363369432396625,0.031297756413426754,0.09672744391342675,0.23442275641342675,0.020555568913426754,0.061571193913426754,0.14946181891342675,0.018602443913426754,0.05327041266342675,0.12797744391342675,0.015672756413426754,0.044481350163426754,0.10746963141342675,0.012743068913426754,0.038133693913426754,0.09379775641342675,0.010789943913426754,0.034227443913426754,0.08500869391342675
1,OO DO patch Wet,2019-05-15--08-25-21_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-15 08:25:26,"[893, 770, 167, 269]",0.06058638826893901,0.08645224883190072,0.16666928741067866,0.06062973922984919,0.08677738874961767,0.16766212398412042,0.060594631413426754,0.08549697516342675,0.16508681891342675,False,False,False,0.021532131413426754,0.052782131413426754,0.10844619391342675,0.38676650641342675,0.7622547876634268,0.9365711939134268,0.01119113448904918,0.014361862959594287,0.030873302206719418,0.18458160353656228,0.16550236376705404,0.1841399922241441,0.08500869391342675,0.11625869391342675,0.24321181891342675,0.07817275641342675,0.10551650641342675,0.20903213141342675,0.07426650641342675,0.10161025641342675,0.19731338141342675,0.06840713141342675,0.09526260016342675,0.18168838141342675,0.060594631413426754,0.08549697516342675,0.16508681891342675,0.053758693913426754,0.07719619391342675,0.14848525641342675
2,Type 1 Chemistry Hand Applied Dry,2019-05-15--08-25-21_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-15 08:25:26,"[1022, 497, 244, 191]",0.26342261636539116,0.44960324126130174,0.8859185813162861,0.2635178397888702,0.4496915260939769,0.8858123442499809,0.25395400641342675,0.43657119391342675,0.9199696314134268,False,False,False,0.15825088141342675,0.27446181891342675,0.6162586939134268,0.47270400641342675,0.8315907251634268,0.9365711939134268,0.04691897027195557,0.06925448681328784,0.060217477053977154,0.17804855378879444,0.1540044292469389,0.0679799479481892,0.40043838141342675,0.6201649439134268,0.9365711939134268,0.35453994391342675,0.5771961939134268,0.9365711939134268,0.32719619391342675,0.5508290064134268,0.9365711939134268,0.29203994391342675,0.5005360376634268,0.9365711939134268,0.25395400641342675,0.43657119391342675,0.9199696314134268,0.22758681891342675,0.39409072516342675,0.8369618189134268
3,Type 1 Chemistry Thin Back Wet,2019-05-15--08-25-21_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-15 08:25:26,"[569, 401, 137, 213]",0.17355090722394118,0.36647046220833174,0.8744320879883384,0.17355852621017878,0.366623235749384,0.8744320879884466,0.17485244391342675,0.37407119391342675,0.9053211939134268,False,False,False,0.12211806891342675,0.25786025641342675,0.6338368189134268,0.33500869391342675,0.5937977564134268,0.9365711939134268,0.014106699535493612,0.033082974545114635,0.07327458175988519,0.08127920790483348,0.09023698260011394,0.08379676680032049,0.20219619391342675,0.4244618189134271,0.9365711939134268,0.19438369391342675,0.40873916266342675,0.9365711939134268,0.19047744391342675,0.40190322516342675,0.9365711939134268,0.18364150641342675,0.39018447516342675,0.9365711939134268,0.17485244391342675,0.37407119391342675,0.9053211939134268,0.16411025641342675,0.34623916266342675,0.8301258814134268
4,Type 1 Chemistry Thick Back Wet,2019-05-15--08-25-21_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-15 08:25:26,"[473, 775, 293, 155]",0.1755736544253042,0.3206663517501618,0.6961909850066778,0.17582395318907493,0.323967334024173,0.6961909850067911,0.17387588141342675,0.31694228766342675,0.6855946314134268,False,False,False,0.09086806891342675,0.15971572516342675,0.34379775641342675,0.5576649439134268,0.9365711939134268,0.9365711939134268,0.027019207023501215,0.0619932561921849,0.10541371713972497,0.15367193453127348,0.19135650320707717,0.1514149413162779,0.25200088141342675,0.5542469751634268,0.9365711939134267,0.22661025641342675,0.41899306891342675,0.9199696314134268,0.21000869391342675,0.38774306891342675,0.8447743189134269,0.19047744391342675,0.34916885016342675,0.7568836939134268,0.17387588141342675,0.31694228766342675,0.6855946314134268,0.15727431891342675,0.28618056891342675,0.6240711939134268
5,Upper Glass,2019-05-15--08-25-21_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-15 08:25:26,"[614, 137, 120, 63]",0.019028255420170875,0.064873922261072,0.15968895119489873,0.019270924196165107,0.06609774194584159,0.16269579088762395,0.018602443913426754,0.06352431891342675,0.15629775641342675,False,False,False,0.009813381413426754,0.049364162663426754,0.12797744391342675,0.09086806891342675,0.40873916266342675,0.9365711939134268,0.004220197666358935,0.01350201980595612,0.03387976693820557,0.21899300850338824,0.2042735410994713,0.2082399719953834,0.035204006413426754,0.12915420172592668,0.32426650641342675,0.025438381413426754,0.07963760016342675,0.20024306891342675,0.023485256413426754,0.07187392828842692,0.17680556891342675,0.020555568913426754,0.06743056891342675,0.16411025641342675,0.018602443913426754,0.06352431891342675,0.15629775641342675,0.016649318913426754,0.060594631413426754,0.14946181891342675
6,Left Glass,2019-05-15--08-25-21_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-15 08:25:26,"[415, 466, 70, 76]",0.019903301641212894,0.07394406699653919,0.19349341850576648,0.019928145863614147,0.07425677750130927,0.19453898937866004,0.019579006413426754,0.07328994391342675,0.19243056891342675,False,False,False,0.010789943913426754,0.059129787663426754,0.15825088141342675,0.052782131413426754,0.14555556891342675,0.43168838141342675,0.003000961299322562,0.006377836927543582,0.017688890932152274,0.1505890874073676,0.08588895373800905,0.09092722743471113,0.027391506413426754,0.09565810797592694,0.25553603766342753,0.024461818913426754,0.08354385016342675,0.21879775641342675,0.023485256413426754,0.08061416266342675,0.21098525641342675,0.021532131413426754,0.07670791266342675,0.20024306891342675,0.019579006413426754,0.07328994391342675,0.19243056891342675,0.017625881413426754,0.07036025641342675,0.18559463141342675
7,Lower-Left Glass,2019-05-15--08-25-21_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-15 08:25:26,"[636, 1087, 110, 55]",0.022899771774473457,0.07844593150983577,0.18496114604792718,0.022938542828715724,0.07862479993099593,0.18542805083491373,0.022508693913426754,0.07817275641342675,0.18461806891342675,False,False,False,0.011766506413426754,0.06498916266342675,0.15434463141342675,0.050829006413426754,0.17924697516342675,0.49223525641342675,0.0031587861935100923,0.005624774958207235,0.012654607611033219,0.13770648890372195,0.07153945018802907,0.06824537902466328,0.030321193913426754,0.09111709235092685,0.21196181891342675,0.028368068913426754,0.08647353766342675,0.20121963141342675,0.026414943913426754,0.08403213141342675,0.19731338141342675,0.024461818913426754,0.08159072516342675,0.19145400641342675,0.022508693913426754,0.07817275641342675,0.18461806891342675,0.020555568913426754,0.07524306891342675,0.17875869391342675
8,Lower-Right Glass,2019-05-15--08-25-21_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-15 08:25:26,"[902, 1110, 67, 61]",0.026308462147709658,0.08972750079120312,0.20695430800956638,0.02638173075279487,0.09014932655962828,0.20823501555828489,0.026414943913426754,0.08940322516342675,0.20512588141342675,False,False,False,0.013719631413426754,0.07182510016342675,0.16606338141342675,0.058641506413426754,0.17436416266342675,0.42680556891342675,0.0037239933181609183,0.008149792589290253,0.01925192876865988,0.1411580367132054,0.09040325535764998,0.092452888948791,0.036180568913426754,0.11876845953842669,0.2863172876634266,0.032274318913426754,0.10209853766342675,0.23735244391342675,0.031297756413426754,0.09819228766342675,0.22563369391342675,0.028368068913426754,0.09330947516342675,0.21391494391342675,0.026414943913426754,0.08940322516342675,0.20512588141342675,0.023485256413426754,0.08549697516342675,0.19731338141342675
9,Type 1 Chemistry Dry Unsaturated,2019-05-15--08-25-21_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.799989,100,2019-05-15 08:25:26,"[870, 470, 15, 55]",0.24194169580736619,0.16616115617829325,0.22898478292857827,0.24194169580736902,0.16620424315585058,0.2289847829285808,0.24125869391342675,0.16557510016342675,0.22661025641342675,False,False,False,0.20024306891342675,0.14555556891342675,0.19536025641342675,0.28422744391342675,0.20170791266342675,0.28911025641342675,0.013832401489243721,0.008280151025664586,0.015718616795274427,0.057172458195287296,0.0498191313798183,0.06864480946830857,0.27153213141342675,0.18705947516342675,0.27227431891342674,0.26567275641342675,0.18168838141342675,0.25883681891342675,0.25981338141342675,0.17729385016342675,0.25004775641342675,0.25102431891342675,0.17094619391342675,0.23832900641342675,0.24125869391342675,0.16557510016342675,0.22661025641342675,0.23246963141342675,0.16069228766342675,0.21782119391342675
