DO Patch r_msorm,Reference Patch r_msorm,Reflectance Standard r_msorm,DO Patch g_msorm,Reference Patch g_msorm,Reflectance Standard g_msorm,DO Patch b_msorm,Reference Patch b_msorm,Reflectance Standard b_msorm,image,YSI Dissolved Oxygen (%),YSI Dissolved Oxygen (mg/L),YSI Barometer (mmHg),YSI Temperature (C),setpoint O2 fraction,temperature_set_point,water bath external sensor temperature (C),water bath internal temperature (C),PicoLog Temperature Ave. (C),PicoLog Pressure Ave. (mmHg),YSI Dissolved Oxygen (mmHg),ppO2 Setpoint (mmHg),test,training,training_resampled
0.13217755889652485,0.4369505246794883,0.11797989702344588,0.34387703493032795,0.48824362046185654,0.5113533042630032,0.8520066153795499,0.9297597372611491,0.9365684815308437,2019-07-26--19-53-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.4,6.79,762.54,34.8,0.2131,35.0,23.05,35.0,34.708591999999996,763.6151238,155.67284601600002,162.72638288178,False,True,True
0.11124831757729255,0.3666138252816608,0.09951346385430598,0.29133593861904294,0.41217288720128326,0.4301402135779107,0.7397628921303671,0.8308974446823647,0.9343282193172411,2019-07-26--19-53-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.79,762.6,34.8,0.2131,35.0,23.07,35.0,34.709159920000005,763.50491244,155.52525408,162.70289684096403,False,True,True
0.12902026876497097,0.426384667550001,0.1153681585464875,0.33622473014929355,0.4766667746023749,0.5006201924499821,0.837201685983863,0.9218471461425544,0.9365619348545686,2019-07-26--19-53-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.38000000000002,6.790000000000001,762.6,34.8,0.2131,35.0,23.08,35.0,34.71027108,763.5100010400001,155.65312684800003,162.70398122162402,False,True,False
0.11117368264569798,0.3664467891302907,0.09944475277265,0.2912170877012357,0.4120329388906295,0.43000348836038677,0.7395526563201449,0.8308212592509415,0.9342738282852706,2019-07-26--19-54-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.4,6.79,762.6,34.8,0.2131,35.0,23.07,35.0,34.7141206,763.5163016,155.68509504000002,162.70532387096,False,True,True
0.13058087577008584,0.4327469453447243,0.11655316351832866,0.34008265963144063,0.48364402408490764,0.5055099322017838,0.8450447113736035,0.92708446999974,0.9365648218113701,2019-07-26--19-54-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.78,762.6,34.8,0.2131,35.0,23.090000000000003,35.0,34.718472000000006,763.3795042800001,155.52525408000002,162.67617236206803,False,True,False
0.11116772779976607,0.3665185486967719,0.09938719149560418,0.29116430782817576,0.4118871992980407,0.4298378039698119,0.7394250746124736,0.8305795771166183,0.9342567121592877,2019-07-26--19-54-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.36,6.79,762.54,34.8,0.2131,35.0,23.084,35.0,34.721904200000004,763.4496620799999,155.608909632,162.691122989248,False,True,False
0.12830414792698205,0.42508211268883855,0.11443474390923093,0.33429899163737087,0.4753696077940039,0.4968921057920015,0.8334885968044224,0.9206930744354213,0.9365552076471463,2019-07-26--19-54-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.79,762.5,34.8,0.2131,35.0,23.084,35.0,34.72239952000001,763.46382208,155.50486,162.694140485248,False,True,True
0.11107215232101772,0.3661480011329422,0.09933257432902459,0.2909760198752933,0.4117153588519356,0.4295520952957506,0.7390432909190581,0.8302129286511165,0.9342697201488396,2019-07-26--19-54-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.782,762.52,34.8,0.2131,35.0,23.088,35.0,34.721960040000006,763.2947908000001,155.508938816,162.65811991948001,False,True,False
0.13271674125039082,0.43922501630043226,0.11847901630468285,0.34556280863763333,0.49067706165855834,0.5137572406421935,0.8553621104342637,0.9309800341238118,0.9365692275005957,2019-07-26--19-54-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.78,762.6,34.8,0.2131,35.0,23.08,35.0,34.72112080000001,763.3100444,155.52525408,162.66137046164002,False,True,False
0.11115464268244551,0.36636700425647095,0.09938370281074378,0.2910954926107557,0.41190972344221977,0.42978248411567127,0.7392937048721858,0.8305601314276497,0.9342610794030807,2019-07-26--19-55-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.782,762.6,34.8,0.2131,35.0,23.08,35.0,34.721928000000005,763.3620080800001,155.52525408000002,162.67244392184804,False,True,False
0.1310604507896252,0.4334700652554207,0.11704334822629309,0.3413390633521191,0.48452977734870084,0.5074342101045914,0.8472800159606533,0.927657312936806,0.9365670366435097,2019-07-26--19-55-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.779999999999999,762.6,34.8,0.2131,35.0,23.073999999999998,34.994,34.72488744,763.19981988,155.52525408,162.637881616428,False,True,True
0.11107104817704293,0.3661475910868482,0.09931481715742153,0.29096609547794894,0.4116628871663569,0.4294278873357224,0.7389520897073798,0.830177009685636,0.9342753024153857,2019-07-26--19-55-20_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.786,762.6,34.8,0.2131,35.0,23.07,35.0,34.729296000000005,763.16713468,155.52525408,162.63091640030802,False,True,False
0.13266082157731815,0.4391738464648983,0.11850777141906038,0.34553652600849344,0.4907245132503962,0.5135891749455078,0.8552946949908431,0.9310855003642794,0.9365693203843216,2019-07-26--19-55-29_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7860000000000005,762.6,34.82,0.2131,35.0,23.072,35.0,34.72932,763.2683536000001,155.52525408000002,162.65248615216,False,True,False
0.11093300364398506,0.36602679201358645,0.09928333497894742,0.29079347255259835,0.4116164171354538,0.4292672455198324,0.738690407799362,0.8299961092191173,0.9342311272614616,2019-07-26--19-55-38_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.78,762.6,34.9,0.2131,35.0,23.07,35.0,34.72916,763.3782252000001,155.52525408,162.67589979012004,False,True,True
0.1311133548557951,0.433910444611646,0.11708549958302622,0.34161365083056083,0.48496149174307407,0.5077520507660475,0.8477235234342686,0.9279228657841375,0.9365679212352811,2019-07-26--19-55-47_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.07,35.0,34.73015984,763.19767024,155.52525408000002,162.63742352814404,False,True,False
0.11074272432805879,0.36539529769996537,0.09910836508432795,0.2903604715269504,0.4108199196957266,0.4285449639517748,0.7374040534542541,0.8286104372027749,0.9340826994328064,2019-07-26--19-55-56_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.25999999999999,6.77,762.6,34.9,0.2131,35.0,23.07,35.0,34.73015968,763.0973335200001,155.46131769599998,162.61604177311204,False,True,False
0.1322806675256755,0.4378207151557754,0.11811121743034031,0.34457386872978985,0.48922293148120494,0.5120235405527815,0.8534317136299634,0.9303305326335879,0.936568959030177,2019-07-26--19-56-05_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.24000000000001,6.77,762.6,34.9,0.2131,35.0,23.062,35.0,34.73040748,763.07088684,155.42934950400002,162.61040598560402,False,True,False
0.11068798281250813,0.36511266458952174,0.09905284796434709,0.2903139210037614,0.4107454066571983,0.4282506332331341,0.7373079104944416,0.8284766369728935,0.9341213457700777,2019-07-26--19-56-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.060000000000002,35.0,34.73272772,762.9783582000001,155.52525408000002,162.59068813242004,False,True,False
0.12668306989043793,0.418718075467126,0.11320278651797794,0.3305995150598493,0.46865686257045075,0.49163647591633114,0.8257315520636422,0.9142099746914668,0.9365457125790824,2019-07-26--19-56-23_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.06,35.0,34.73436100000001,762.98384,155.52525408,162.591856304,False,True,False
0.1107113098350575,0.365031153861784,0.09904308952658678,0.2903014442127924,0.41056005981950416,0.4281564395610787,0.7373628177387904,0.8282543310786497,0.934096676297253,2019-07-26--19-56-32_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.052,35.0,34.734552840000006,763.0623858800001,155.52525408000002,162.60859443102802,False,True,True
0.1305430542738658,0.4319780449778636,0.11658787938801578,0.3404725222795023,0.48299408504853003,0.5058223611292255,0.8454739608462786,0.9265054369308308,0.936565870428176,2019-07-26--19-56-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.054000000000002,35.0,34.73542456,763.13163448,155.52525408,162.623351307688,False,True,False
0.11064548295143121,0.3648805698050738,0.0989567491364553,0.29018594548291704,0.41038534080423233,0.4279331920153967,0.7368760747761475,0.8278949191873998,0.9340669565253842,2019-07-26--19-56-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.054000000000002,35.0,34.736983480000006,763.11534928,155.52525408,162.61988093156802,False,True,False
0.13068969584155643,0.43269687875698265,0.1168295317415461,0.3407923593551021,0.48384185462086177,0.506681026797222,0.8462911567760933,0.9271917967238371,0.9365661044962095,2019-07-26--19-56-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7780000000000005,762.6,34.900000000000006,0.2131,35.0,23.043999999999997,35.0,34.738871720000006,763.1333654800002,155.52525408000002,162.62372018378804,False,True,False
0.11058270722326513,0.36485944891556665,0.09891539570598977,0.29011003961504334,0.41030089769511385,0.4278528323732866,0.7367656930439866,0.8277041291990627,0.9340786371070037,2019-07-26--19-57-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.05,35.0,34.740881,763.1114206,155.52525408,162.61904372986,False,True,False
0.13082647069325407,0.4329001253772649,0.11680616733202828,0.3411403502510814,0.48406176898263986,0.5066234893805396,0.8469702145012493,0.9273050232441324,0.936566022417297,2019-07-26--19-57-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.052,35.002,34.74479164000001,762.9704534000001,155.52525408000002,162.58900361954002,False,True,True
0.11038939937463903,0.3642633119967232,0.0987383015896907,0.2896637247753216,0.4098042873965334,0.427330608625453,0.7358327217619657,0.8266991065442795,0.9339976479955252,2019-07-26--19-57-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.046,35.0,34.750071760000004,762.9424631200001,155.52525408,162.58303889087202,False,True,True
0.12962574063641252,0.42970667824250086,0.11587402684597496,0.3382019703417199,0.4804916958053097,0.5028260140729115,0.8411623817420049,0.924728278395701,0.9365639218750482,2019-07-26--19-57-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.24000000000001,6.77,762.6,34.9,0.2131,35.0,23.055999999999997,35.0,34.750951560000004,762.9340835600001,155.42934950400002,162.581253206636,False,True,True
0.11050312097907612,0.36450667466345166,0.09884981758603019,0.289824276516371,0.410020894770154,0.4275876401547141,0.7361993533249148,0.8272784075084301,0.9340817383627753,2019-07-26--19-57-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.05,35.0,34.75149572,762.9730834400001,155.52525408000002,162.58956408106405,False,True,True
0.1319167909484318,0.436824541411108,0.1179615035141507,0.34396630988929366,0.48825492991970737,0.5111863824628848,0.852326079206415,0.9297948144498512,0.936568400176166,2019-07-26--19-57-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.05,35.0,34.7550808,762.8907956000002,155.52525408,162.57202854236004,False,True,True
0.11042177927552012,0.36435226892769307,0.09884190913660246,0.2897177141653104,0.409980710675595,0.4274049501836713,0.7359097322727756,0.8270662967111168,0.9339978409582008,2019-07-26--19-58-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.05,34.992000000000004,34.75305532,762.8961283200001,155.52525408000002,162.57316494499204,False,True,True
0.13150437096606987,0.4356523565691215,0.11739940020680815,0.3428500099001709,0.48709511710055653,0.509326255673157,0.8502267496074281,0.9290496215120072,0.9365677363750711,2019-07-26--19-58-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.54,34.9,0.2131,35.0,23.05,35.0,34.753136,762.95467108,155.51301763200001,162.58564040714805,False,True,False
0.11039710499464611,0.3644073229110226,0.09881317521758821,0.2896945659337735,0.40997700403413867,0.42730028879240706,0.7359980299670674,0.8269724712618436,0.9340303961474984,2019-07-26--19-58-20_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.05,34.994,34.75503208000001,763.0581968399999,155.52525408,162.607701746604,False,True,False
0.13148185881248978,0.43613480974598706,0.11754428895639585,0.3430103450367215,0.48763127493186137,0.5094396465978696,0.8505030548596334,0.9295196910014413,0.9365683415313033,2019-07-26--19-58-29_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.052,35.0,34.754929000000004,762.9603787600001,155.52525408000002,162.58685671375605,False,True,False
0.11033468032923857,0.3641646826496591,0.09875047887810022,0.2895241029032139,0.4096742876263926,0.4271001323046447,0.7357088127153593,0.826626726911983,0.9340256651515699,2019-07-26--19-58-38_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.2,6.77,762.6,34.9,0.2131,35.0,23.06,35.0,34.7554406,762.7698436000001,155.36541312,162.54625367116003,False,True,True
0.13131928698668466,0.43547758212660664,0.11724582719736262,0.3425278059536193,0.4868026105671235,0.5085711561938727,0.8496558527120611,0.9290655542268488,0.936568434012252,2019-07-26--19-58-47_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.22,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.048000000000002,35.0,34.760232,762.6945528000001,155.397381312,162.53020920168,False,True,False
0.11087402460467544,0.36619930016601254,0.09924860263105431,0.29096284398860195,0.4117420464797296,0.42913364142077554,0.7388878662102251,0.8303661745699664,0.9342676420340932,2019-07-26--19-58-56_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.25999999999999,6.77,762.6,34.9,0.2131,35.0,23.055999999999997,35.0,34.76413576,762.69320204,155.46131769599998,162.52992135472402,False,True,True
0.12880115204965367,0.4265970111566386,0.11501640696866931,0.33621413073400375,0.4772710023554138,0.4992549315737439,0.8372418352838807,0.9221890903643589,0.9365584142152739,2019-07-26--19-59-05_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.05,35.004,34.764096,762.8961394800001,155.52525408,162.57316732318802,False,True,False
0.11022544633979887,0.3640996233706556,0.09871797326315467,0.28940107515872526,0.4096013426803708,0.4269073527544712,0.73521093639797,0.8264895653558656,0.9339333963776586,2019-07-26--19-59-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.062,35.0,34.76434400000001,763.05420856,155.52525408000002,162.60685184413603,False,True,True
0.13034915563523652,0.43206608423121473,0.11645298309928642,0.3400966704386215,0.48313206857139224,0.5052990836121606,0.8449908424732205,0.9267053324584884,0.9365661163846868,2019-07-26--19-59-23_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.06,35.0,34.7680402,763.0613038,155.52525408,162.60836383978003,False,True,True
0.1101362173779315,0.3639643898690835,0.09868873657812427,0.28924108355799477,0.40939866555709575,0.42666365373496223,0.7350245055845974,0.8262693012589634,0.934008013122221,2019-07-26--19-59-32_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.08,35.007999999999996,34.76971232000001,762.97401544,155.52525408000002,162.58976269026402,False,True,True
0.13008226727959893,0.43097699257061206,0.11627216656639927,0.33941060261468425,0.48195935347480473,0.5042606868251234,0.8435391703087148,0.9259354132335588,0.9365657297305049,2019-07-26--19-59-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.08,35.0,34.76867288000001,762.9426862800001,155.52525408,162.58308644626803,False,True,False
0.11013843587894344,0.364112020127263,0.09868681857636624,0.28930580011740553,0.4096451329196956,0.42688685930028564,0.7350740480517889,0.8265175671479803,0.9339631203944867,2019-07-26--19-59-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.094,35.0,34.767471640000004,762.93836164,155.52525408,162.58216486548403,False,True,False
0.1300345419965752,0.4310692796904141,0.11623305927948648,0.3394336997953399,0.4821300533881794,0.5041725138841279,0.843588376275547,0.9259044058870994,0.9365662659571188,2019-07-26--19-59-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.1,35.0,34.76844096000001,762.8375894000002,155.52525408000002,162.56069030114006,False,True,True
0.11008428679571795,0.3637838597726044,0.09863111130670404,0.2890582517785144,0.40920613298958824,0.42648912189277693,0.7345689994695975,0.82573190575454,0.9338965207082025,2019-07-26--20-00-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.1,35.0,34.771199800000005,762.7696702000002,155.52525408,162.54621671962005,False,True,False
0.12957169609540153,0.42915455507635747,0.115821720439951,0.3382262029734234,0.48006180638284657,0.5025595790780101,0.8411880134550909,0.9244516637542908,0.9365633621136343,2019-07-26--20-00-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.102,35.0,34.772655160000006,762.79601104,155.52525408000002,162.55182995262402,False,True,False
0.11007012673137422,0.3636451694632241,0.09859119908793726,0.2889619267966368,0.40914697869731953,0.42630776796875414,0.7343621286629689,0.8256459835888548,0.9338808547243074,2019-07-26--20-00-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.24000000000001,6.77,762.6,34.9,0.2131,35.0,23.114,35.0,34.775248680000004,762.73288436,155.42934950400002,162.538377657116,False,True,False
0.1269263705511907,0.41993214151104147,0.11380137238370927,0.3316380172759345,0.46987663219134107,0.49410892415135327,0.8280953132592976,0.9155671549447025,0.9365552248787856,2019-07-26--20-00-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.2,6.77,762.6,34.9,0.2131,35.0,23.104,35.0,34.77740848,762.5670496400002,155.36541312,162.50303827828404,False,True,False
0.11272710910872165,0.3726721834893291,0.10092719163575613,0.2956972444096816,0.41890576492605236,0.43633981649568454,0.7502866332113769,0.8428189715489731,0.9350343401706389,2019-07-26--20-00-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.30000000000001,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.118000000000002,35.0,34.77778396000001,762.6121256000001,155.52525408000002,162.51264396536,False,True,True
0.11103007202962319,0.36705175215866903,0.09947043787893362,0.29145213799902425,0.4127523639977187,0.4301075200612664,0.7404207887900683,0.8320781591369787,0.9344547440372417,2019-07-26--20-00-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.12,35.0,34.779399,762.7540818,155.52525408,162.54289483158,False,True,True
0.11050739235030246,0.3653368167956743,0.09900389716183568,0.2900869707695912,0.41084737207790245,0.4280852102094618,0.7373279755301544,0.8289129010049027,0.934239879807936,2019-07-26--20-01-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.28,6.7700000000000005,762.6,34.900000000000006,0.2131,35.0,23.11,35.0,34.78083084,762.76015356,155.493285888,162.54418872363604,False,True,False
0.11088402090367458,0.3668380276524595,0.09933824478318479,0.2911224334337505,0.41240554876903746,0.42963244833851383,0.7396584904903066,0.8316714664419795,0.9344280662209691,2019-07-26--20-01-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,97.3,6.77,762.6,34.9,0.2131,35.0,23.12,35.0,34.779534919999996,762.9059858800001,155.52525408,162.57526559102803,False,True,False
